index,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
980,U001,200769623,WAL-MAR corp,2020-05-01 19:56:39.312500000,2020,1930748572,2020-06-04,2020-04-21,2020-04-06,NAH4,1898.2,0-15
985,U001,200759878,SA systems,2020-03-26 12:55:39.937500000,2020,1930655535,2020-03-16,2020-03-31,2020-03-16,NAH4,17060.17,Before Due Date
990,U001,100004536,BAS ,2020-04-25 08:38:58.250000000,2020,1930765834,2020-04-14,2020-04-29,2020-04-14,NAA8,3745.49,Before Due Date
991,U001,200769623,WAL-MAR corporation,2020-06-14 00:30:39.750000000,2020,1930882579,2020-11-05,2020-05-26,2020-05-11,NAH4,9163.34,16-30
996,CA02,140104409,LOB in,2020-03-13 14:13:07.500000000,2020,2960624271,2020-03-26,2020-04-07,2020-03-28,CA10,166894.25199999998,Before Due Date
999,U001,200744019,TARG co,2020-03-27 17:41:46.500000000,2020,1930652649,2020-03-16,2020-03-31,2020-03-16,NAA8,1183.45,Before Due Date
1011,U001,200769623,WAL-MAR systems,2020-05-15 20:54:16.812500000,2020,1930803693,2020-04-23,2020-05-08,2020-04-23,NAH4,53859.97,0-15
1034,CA02,140104423,METRO  corp,2020-04-01 17:11:14.125000000,2020,2960624752,2020-01-04,2020-04-11,2020-04-01,CA10,32025.363999999994,Before Due Date
1039,U001,200707822,PUBLI foundation,2020-04-21 07:50:23.875000000,2020,1930801025,2020-04-18,2020-05-03,2020-04-18,NAA8,61394.52,Before Due Date
1046,U001,200782669,SYGMA systems,2020-04-07 19:11:45.375000000,2020,1930617473,2020-09-03,2020-03-24,2020-03-09,NAA8,23298.58,0-15
1056,U001,200705742,DOT corporation,2020-04-20 15:13:12.578125000,2020,1930660872,2020-03-17,2020-04-20,2020-03-17,NAAW,4041.99,0-15
1058,U001,200769623,WAL-MAR corp,2020-04-02 18:00:01.953125000,2020,1930676006,2020-03-21,2020-04-05,2020-03-21,NAH4,14666.28,Before Due Date
1062,U001,200780383,MEIJ foundation,2020-05-13 21:07:39.687500000,2020,1930860645,2020-06-05,2020-05-21,2020-05-06,NAA8,108570.13,Before Due Date
1063,U001,100031704,DELHAIZE trust,2020-06-27 23:35:43.562500000,2020,1930796146,2020-04-17,2020-06-21,2020-04-17,NAGD,16196.66,0-15
1064,U001,200561861,CO llc,2020-05-03 09:32:13.500000000,2020,1930774237,2020-10-04,2020-04-25,2020-04-10,NAA8,23448.25,0-15
1071,U001,200761734,H E BUT systems,2020-04-13 07:15:12.000000000,2020,1930701257,2020-03-26,2020-04-10,2020-03-26,NAA8,83095.78,0-15
1073,U001,200769623,WAL-MAR co,2020-04-23 23:24:17.562500000,2020,1930724889,2020-01-04,2020-04-16,2020-04-01,NAH4,5801.67,0-15
1074,U001,200769623,WAL-MAR us,2020-04-05 12:19:59.328125000,2020,1930677295,2020-03-22,2020-04-06,2020-03-22,NAH4,11515.66,Before Due Date
1080,U001,200900909,SYSCO in,2020-04-06 00:10:37.375000000,2020,1930623159,2020-09-03,2020-03-24,2020-03-09,NAA8,42647.01,0-15
1090,U001,200769623,WAL-MAR systems,2020-04-10 10:54:07.781250000,2020,1930719358,2020-03-30,2020-04-14,2020-03-30,NAH4,24504.26,Before Due Date
1092,U001,200353024,DECA corporation,2020-05-08 11:12:55.250000000,2020,1930875691,2020-08-05,2020-05-24,2020-05-01,NAM4,889.08,Before Due Date
1102,U001,200762950,HAR trust,2020-03-03 06:10:18.250000000,2020,1930671888,2020-03-21,2020-04-05,2020-03-21,NAA8,173239.52,Before Due Date
1112,U001,200561861,CO us,2020-04-06 16:40:42.500000000,2020,1930764482,2020-04-15,2020-04-30,2020-04-15,NAA8,30316.62,Before Due Date
1113,U001,200744019,TARG in,2020-03-22 14:14:46.812500000,2020,1930647824,2020-03-13,2020-03-28,2020-03-13,NAA8,17408.37,Before Due Date
1119,U001,200418007,AM foundation,2020-03-23 07:14:59.156250000,2020,1930630519,2020-03-13,2020-03-28,2020-03-13,NAA8,840.67,Before Due Date
1120,U001,200762301,C&S WH trust,2020-04-23 19:25:59.750000000,2020,1930805217,2020-04-22,2020-05-07,2020-04-22,NAC6,56261.98,Before Due Date
1122,U001,200772670,ASSOCIAT in,2020-04-09 14:11:52.125000000,2020,1930723923,2020-03-31,2020-04-15,2020-03-31,NAU5,1655.46,Before Due Date
1124,U001,200769623,WAL-MAR trust,2020-04-05 21:12:33.445312500,2020,1930683228,2020-03-21,2020-04-05,2020-03-21,NAH4,41629.12,0-15
1127,U001,200744019,TARG corporation,2020-04-20 22:27:46.062500000,2020,1930730322,2020-01-04,2020-04-16,2020-04-01,NAA8,54651.53,0-15
1141,U001,100047382,PETER  corporation,2020-06-25 11:07:05.500000000,2020,1930637647,2020-03-13,2020-03-28,2020-03-13,NAA8,17733.56,Greatar than 60
1150,U001,CCU002,KRFT FDS associates,2020-04-06 14:43:34.250000000,2020,1930637979,2020-03-13,2020-04-17,2020-03-13,NAG2,10648.32,Before Due Date
1153,U001,200762301,C&S WH ,2020-04-28 07:00:14.000000000,2020,1930747271,2020-04-04,2020-04-19,2020-04-04,NAC6,3939.0,0-15
1156,U001,CCCA02,KRAFT  associates,2020-03-28 20:55:56.750000000,2020,1930662684,2020-03-18,2020-04-22,2020-03-18,NAG2,29972.7,Before Due Date
1170,U001,200769623,WAL-MAR in,2020-05-02 00:01:32.937500000,2020,1930751769,2020-06-04,2020-04-21,2020-04-06,NAH4,56076.31,0-15
1172,U001,200980828,BEN E associates,2020-05-30 17:53:10.500000000,2020,1930838209,2020-04-29,2020-05-19,2020-04-29,NAD1,17770.01,0-15
1173,U001,200744019,TARG ,2020-04-29 07:55:32.437500000,2020,1930751781,2020-06-04,2020-04-21,2020-04-06,NAA8,58607.34,0-15
1177,U001,200769623,WAL-MAR corp,2020-04-04 09:16:45.312500000,2020,1930688185,2020-03-24,2020-04-08,2020-03-24,NAH4,16674.74,Before Due Date
1182,U001,200769623,WAL-MAR co,2020-06-03 13:22:17.500000000,2020,1930843169,2020-01-05,2020-05-16,2020-05-01,NAH4,32553.0,16-30
1192,CA02,140106408,WAL-M us,2020-04-19 22:36:57.281250000,2020,2960624581,2020-07-04,2020-04-18,2020-04-08,CA10,58841.804,0-15
1194,U001,200769623,WAL-MAR corp,2020-06-14 09:50:09.000000000,2020,1930885491,2020-12-05,2020-05-27,2020-05-12,NAH4,52621.77,16-30
1201,U001,200936373,SUPE corporation,2020-04-29 11:27:44.062500000,2020,1930809945,2020-04-23,2020-05-08,2020-04-23,NAA8,88919.61,Before Due Date
1202,CA02,140104285,BUY- corp,2020-03-19 22:34:32.750000000,2020,2960624684,2020-03-29,2020-04-17,2020-04-07,CA10,72782.84999999999,Before Due Date
1209,U001,200152991,JET associates,2020-05-17 19:02:04.000000000,2020,1930841854,2020-04-30,2020-05-15,2020-04-30,NAA8,1677.91,0-15
1210,U001,200769623,WAL-MAR systems,2020-05-15 08:34:57.812500000,2020,1930819119,2020-04-23,2020-05-08,2020-04-23,NAH4,41628.67,0-15
1214,U001,200762301,C&S WH co,2020-05-05 14:27:50.625000000,2020,1930745999,2020-03-04,2020-04-18,2020-04-03,NAC6,6832.47,16-30
1216,U001,200148860,DOLLA llc,2020-04-07 17:43:03.125000000,2020,1930637644,2020-11-03,2020-03-26,2020-03-11,NAA8,16764.17,0-15
1221,U001,CCU013,KRAFT F associates,2020-03-18 02:48:54.843750000,2020,1930681744,2020-03-22,2020-03-22,2020-03-22,NAX2,15259.08,Before Due Date
1225,U001,200752302,KROGER co,2020-04-29 00:02:29.812500000,2020,1930733766,2020-02-04,2020-04-17,2020-04-02,NAA8,120098.69,0-15
1246,U001,200797984,PIGGLY corporation,2020-03-29 23:02:20.875000000,2020,1930585699,2020-03-03,2020-03-18,2020-03-03,NAA8,89737.26,0-15
1253,U001,200744019,TARG co,2020-05-15 14:59:24.812500000,2020,1930800326,2020-04-21,2020-05-06,2020-04-21,NAA8,16874.59,0-15
1254,U001,200726979,BJ'S  co,2020-04-14 07:00:31.750000000,2020,1930783750,2020-04-15,2020-04-30,2020-04-15,NAA8,86.77,Before Due Date
1256,U001,100031704,DELHAIZE corp,2020-05-10 06:15:06.125000000,2020,1930744311,2020-05-04,2020-04-20,2020-04-05,NAA8,20757.8,16-30
1261,U001,200743123,KROGER corp,2020-04-04 01:25:06.437500000,2020,1930639867,2020-12-03,2020-03-27,2020-03-12,NAA8,145240.7,0-15
1262,U001,200729290,KROGER trust,2020-04-30 00:10:56.187500000,2020,1930763883,2020-04-04,2020-04-19,2020-04-04,NAA8,42613.0,0-15
1263,U001,200762301,C&S WH systems,2020-04-09 10:52:14.843750000,2020,1930718141,2020-03-30,2020-04-14,2020-03-30,NAC6,9987.73,Before Due Date
1267,U001,200769623,WAL-MAR llc,2020-04-01 10:32:29.062500000,2020,1930706309,2020-03-26,2020-04-10,2020-03-26,NAH4,10921.35,Before Due Date
1269,U001,200769623,WAL-MAR co,2020-06-11 20:36:27.500000000,2020,1930883498,2020-10-05,2020-05-25,2020-05-10,NAH4,60886.44,16-30
1277,U001,200762301,C&S WH foundation,2020-03-25 05:53:03.500000000,2020,1930674261,2020-03-20,2020-04-04,2020-03-20,NAC6,546.63,Before Due Date
1282,U001,200705742,DOT us,2020-04-16 21:20:46.187500000,2020,1930612079,2020-06-03,2020-04-07,2020-03-06,NA32,37970.55,0-15
1287,U001,200353024,DECA corporation,2020-03-08 00:30:57.250000000,2020,1930607001,2020-05-03,2020-03-24,2020-03-01,NAM4,853.29,Before Due Date
1298,U001,200744019,TARG us,2020-05-19 09:27:43.968750000,2020,1930843065,2020-04-30,2020-05-15,2020-04-30,NAA8,43184.27,0-15
1305,U001,200769623,WAL-MAR associates,2020-03-29 08:53:41.875000000,2020,1930582850,2020-01-03,2020-03-16,2020-03-01,NAH4,32011.03,0-15
1307,U001,200705742,DOT in,2020-05-11 08:19:28.062500000,2020,1930821659,2020-04-23,2020-05-08,2020-04-23,NAA8,303.62,0-15
1313,U001,200466603,SMITH'S corp,2020-05-24 13:14:14.375000000,2020,1930804830,2020-04-21,2020-05-06,2020-04-21,NAA8,42993.7,16-30
1316,U001,200704045,RA corp,2020-03-23 23:07:26.437500000,2020,1930592854,2020-03-03,2020-03-18,2020-03-03,NAA8,16817.42,0-15
1321,U001,200726979,BJ'S  corp,2020-03-05 09:59:23.750000000,2020,1930659942,2020-03-17,2020-04-01,2020-03-17,NAA8,66.37,Before Due Date
1322,U001,200769623,WAL-MAR corp,2020-06-08 02:35:21.750000000,2020,1930853383,2020-03-05,2020-05-18,2020-05-03,NAH4,471.56,16-30
1337,CA02,140104409,LOB foundation,2020-03-12 06:24:39.625000000,2020,2960620205,2020-10-03,2020-03-27,2020-03-17,CA10,3908.0789999999997,Before Due Date
1349,CA02,140104409,LOB in,2020-03-22 16:29:48.250000000,2020,2960622232,2020-03-23,2020-04-02,2020-03-23,CA10,107686.299,Before Due Date
1351,U001,200541916,VF G corp,2020-06-01 13:21:54.953125000,2020,1930886411,2020-05-15,2020-05-30,2020-05-15,NAA8,34301.32,0-15
1359,U001,200230690,DECA llc,2020-02-29 07:35:53.500000000,2020,1930585735,2020-02-03,2020-03-24,2020-03-01,NAM4,3018.22,Before Due Date
1366,U001,200744019,TARG llc,2020-04-24 19:48:28.312500000,2020,1930739949,2020-04-04,2020-04-19,2020-04-04,NAA8,11082.87,0-15
1374,U001,200762301,C&S WH in,2020-03-20 18:46:32.531250000,2020,1930637501,2020-11-03,2020-03-26,2020-03-11,NAC6,69231.13,Before Due Date
1376,U001,200769623,WAL-MAR in,2020-05-02 16:59:06.187500000,2020,1930752538,2020-06-04,2020-04-21,2020-04-06,NAH4,41038.99,0-15
1381,U001,200759878,SA in,2020-05-08 16:23:36.062500000,2020,1930643630,2020-03-13,2020-05-17,2020-03-13,NAGD,8510.4,Before Due Date
1383,U001,200705089,JETR systems,2020-04-15 16:02:45.500000000,2020,1930655043,2020-03-17,2020-04-01,2020-03-17,NAA8,21345.17,0-15
1387,U001,200418007,AM systems,2020-06-01 11:52:19.125000000,2020,1930854463,2020-04-05,2020-05-19,2020-05-04,NAA8,7137.3,0-15
1395,U001,200723794,MID MO trust,2020-03-30 04:14:23.562500000,2020,1930594645,2020-04-03,2020-03-19,2020-03-04,NAA8,47755.62,0-15
1399,U001,200782669,SYGMA us,2020-05-10 17:30:31.312500000,2020,1930767662,2020-04-14,2020-05-04,2020-04-14,NAD1,11770.15,0-15
1400,U001,200772595,SAFEW ,2020-04-16 07:18:18.195312500,2020,1930733023,2020-02-04,2020-04-17,2020-04-02,NAA8,32390.73,Before Due Date
1421,U001,200718130,SYSCO F associates,2020-04-11 23:31:27.453125000,2020,1930706380,2020-03-26,2020-04-10,2020-03-26,NAA8,8077.18,0-15
1424,U001,200794332,COST in,2020-04-30 17:40:08.125000000,2020,1930800572,2020-04-20,2020-05-05,2020-04-20,NAAX,32391.9,Before Due Date
1429,CA02,140104440,SO trust,2020-04-17 16:02:26.875000000,2020,2960631309,2020-04-26,2020-05-07,2020-04-27,CA10,82096.62999999999,Before Due Date
1430,U001,200769623,WAL-MAR ,2020-04-27 19:37:23.500000000,2020,1930798934,2020-04-19,2020-05-04,2020-04-19,NAH4,17881.44,Before Due Date
1451,U001,200759878,SA co,2020-03-30 00:03:20.750000000,2020,1930671419,2020-03-21,2020-04-05,2020-03-21,NAH4,4061.53,Before Due Date
1455,U001,200769623,WAL-MAR llc,2020-05-06 18:13:55.328125000,2020,1930799626,2020-04-20,2020-05-05,2020-04-20,NAH4,25140.36,0-15
1457,U001,200779906,BOZZU trust,2020-04-24 16:32:41.500000000,2020,1930641039,2020-03-13,2020-03-28,2020-03-13,NAA8,21572.65,16-30
1461,U001,200769623,WAL-MAR in,2020-04-23 22:27:35.500000000,2020,1930794281,2020-04-17,2020-05-02,2020-04-17,NAH4,68350.38,Before Due Date
1463,CA02,140104440,SO corp,2020-04-10 16:57:11.125000000,2020,2960629673,2020-04-21,2020-05-04,2020-04-24,CA10,103372.66799999999,Before Due Date
1466,U001,200726979,BJ'S  in,2020-05-05 00:29:34.844726562,2020,1930802645,2020-04-20,2020-05-05,2020-04-20,NAA8,112816.17,0-15
1476,U001,200799367,MCL co,2020-03-12 17:18:10.437500000,2020,1930594895,2020-03-03,2020-03-18,2020-03-03,NAA8,83383.24,Before Due Date
1484,U001,200769623,WAL-MAR llc,2020-04-04 06:12:54.937500000,2020,1930717896,2020-03-29,2020-04-13,2020-03-29,NAH4,28286.29,Before Due Date
1504,U001,200936373,SUPE ,2020-04-05 14:11:05.125000000,2020,1930584451,2020-03-03,2020-03-18,2020-03-03,NAA8,15925.0,16-30
1506,U001,200656729,PERFOR trust,2020-04-09 23:16:12.750000000,2020,1930610818,2020-06-03,2020-03-21,2020-03-06,NAA8,30601.36,16-30
1511,U001,200744019,TARG corp,2020-03-27 01:44:08.625000000,2020,1930666642,2020-03-19,2020-04-03,2020-03-19,NAA8,2753.74,Before Due Date
1512,U001,200744019,TARG corp,2020-04-24 19:52:04.687500000,2020,1930739330,2020-03-04,2020-04-18,2020-04-03,NAA8,3605.7,0-15
1519,U001,200769623,WAL-MAR llc,2020-04-26 15:24:33.312500000,2020,1930746954,2020-05-04,2020-04-20,2020-04-05,NAH4,6785.94,0-15
1532,U001,200769623,WAL-MAR trust,2020-05-04 11:12:03.062500000,2020,1930793575,2020-04-16,2020-05-01,2020-04-16,NAH4,9777.44,0-15
1541,U001,200762301,C&S WH us,2020-04-01 08:57:38.875000000,2020,1930605664,2020-06-03,2020-03-21,2020-03-06,NAC6,24031.95,0-15
1548,U001,200148860,DOLLA associates,2020-04-23 07:02:41.250000000,2020,1930689325,2020-03-23,2020-04-07,2020-03-23,NAA8,32990.46,16-30
1552,U001,200803720,DEC foundation,2020-02-14 15:34:38.000000000,2020,1930612090,2020-06-03,2020-03-24,2020-03-01,NAM4,66.48,Before Due Date
1554,U001,200416837,DEC ,2020-05-08 16:09:54.062500000,2020,1930857290,2020-05-05,2020-05-11,2020-05-01,NAM2,5917.77,Before Due Date
1555,U001,200726979,BJ'S  ,2020-05-22 00:03:47.375000000,2020,1930822055,2020-04-24,2020-05-09,2020-04-24,NAA8,2396.03,0-15
1558,U001,CCU013,KRAFT F trust,2020-03-11 06:59:26.750000000,2020,1930571605,2020-02-28,2020-02-28,2020-02-28,NAX2,77.07,0-15
1560,U001,200915438,GROC in,2020-04-24 19:49:19.562500000,2020,1930723164,2020-01-04,2020-04-16,2020-04-01,NAA8,6713.52,0-15
1561,U001,200418007,AM us,2020-04-27 13:41:34.750000000,2020,1930667012,2020-03-19,2020-05-23,2020-03-19,NAGD,8294.4,Before Due Date
1569,U001,200769623,WAL-MAR systems,2020-04-24 07:04:52.750000000,2020,1930798110,2020-04-18,2020-05-03,2020-04-18,NAH4,47118.53,Before Due Date
1574,U001,200455322,PEA associates,2020-06-03 01:48:42.000000000,2020,1930605944,2020-10-03,2020-04-09,2020-03-10,NAD5,13326.85,46-60
1582,CA02,140106408,WAL-M systems,2020-03-24 01:23:35.781250000,2020,2960618297,2020-03-03,2020-03-21,2020-03-11,CA10,9394.021,0-15
1591,U001,200762301,C&S WH systems,2020-04-07 05:26:56.437500000,2020,1930701231,2020-03-26,2020-04-10,2020-03-26,NAC6,15724.32,Before Due Date
1593,U001,200744019,TARG trust,2020-04-23 12:51:59.062500000,2020,1930738290,2020-02-04,2020-04-17,2020-04-02,NAA8,47540.39,0-15
1595,U001,200992695,NUGG foundation,2020-03-10 06:38:25.500000000,2020,1930820391,2020-04-23,2020-05-08,2020-04-23,NAA8,30065.62,Before Due Date
1601,U001,200744019,TARG trust,2020-05-18 00:22:16.312500000,2020,1930834229,2020-04-28,2020-05-13,2020-04-28,NAA8,39358.28,0-15
1604,U001,200592182,DECA ,2020-03-17 10:09:01.875000000,2020,1930708114,2020-03-27,2020-04-08,2020-03-16,NAM4,513.16,Before Due Date
1620,CA02,140106408,WAL-M ,2020-03-24 09:28:14.312500000,2020,2960621281,2020-03-21,2020-03-31,2020-03-21,CA10,9694.384,Before Due Date
1626,CA02,140104440,SO associates,2020-01-31 09:37:42.500000000,2020,2960621461,2020-03-18,2020-03-30,2020-03-20,CA10,164366.223,Before Due Date
1633,U001,200519201,KROGE corp,2020-05-22 10:16:47.937500000,2020,1930828957,2020-04-28,2020-05-13,2020-04-28,NAA8,197963.27,0-15
1634,U001,200744019,TARG systems,2020-03-07 23:36:38.687500000,2020,1930581162,2020-02-29,2020-03-15,2020-02-29,NAA8,17812.07,Before Due Date
1641,U001,200148860,DOLLA corporation,2020-05-07 02:57:02.500000000,2020,1930671635,2020-03-24,2020-04-08,2020-03-24,NAA8,13271.03,16-30
1642,U001,200820380,SMITH'S corp,2020-03-16 19:16:33.312500000,2020,1930580873,2020-01-03,2020-03-16,2020-03-01,NAA8,15481.15,0-15
1643,U001,200704858,WAKE us,2020-05-06 09:52:04.449218750,2020,1930803141,2020-04-22,2020-05-07,2020-04-22,NAA8,100878.92,Before Due Date
1651,U001,200769623,WAL-MAR systems,2020-03-29 10:59:06.250000000,2020,1930664599,2020-03-19,2020-04-03,2020-03-19,NAH4,4529.38,Before Due Date
1666,U001,200762301,C&S WH systems,2020-03-30 13:48:31.875000000,2020,1930685195,2020-03-23,2020-04-07,2020-03-23,NAC6,1180.78,Before Due Date
1669,U001,200772595,SAFEW llc,2020-04-29 08:00:10.937500000,2020,1930727467,2020-03-04,2020-04-18,2020-04-03,NAA8,2456.06,0-15
1672,U001,200744019,TARG trust,2020-04-08 21:09:50.199218750,2020,1930698648,2020-03-25,2020-04-09,2020-03-25,NAA8,33580.87,Before Due Date
1674,U001,200705742,DOT in,2020-03-30 03:32:10.875000000,2020,1930593648,2020-03-03,2020-03-18,2020-03-03,NAA8,10486.86,0-15
1679,U001,200769623,WAL-MAR trust,2020-04-08 06:13:14.125000000,2020,1930623848,2020-10-03,2020-03-25,2020-03-10,NAH4,14696.73,0-15
1681,U001,200799342,MITCH associates,2020-04-08 20:36:30.375000000,2020,1930793138,2020-04-16,2020-05-01,2020-04-16,NAA8,78109.83,Before Due Date
1686,U013,140103480,PRIC systems,2020-04-01 15:43:05.875000000,2020,1991839741,2020-02-27,2020-04-12,2020-02-27,NAVF,21395.58,Before Due Date
1689,U001,100006311,QUALITY C us,2020-02-26 12:19:01.000000000,2020,1930671166,2020-03-18,2020-04-02,2020-03-18,NAA8,20175.8,Before Due Date
1705,U001,200803720,DEC ,2020-04-18 07:37:24.375000000,2020,1930820211,2020-04-23,2020-05-09,2020-04-16,NAM4,1977.62,Before Due Date
1706,U001,200706844,WINC ,2020-03-31 23:22:48.000000000,2020,1930669778,2020-03-21,2020-04-05,2020-03-21,NAA8,15331.43,Before Due Date
1713,U001,200769623,WAL-MAR systems,2020-04-03 15:01:25.625000000,2020,1930604650,2020-07-03,2020-03-22,2020-03-07,NAH4,15893.81,0-15
1717,U001,200071186,FATH foundation,2020-05-03 18:34:08.453125000,2020,1930789924,2020-04-16,2020-05-01,2020-04-16,NAA8,46945.8,0-15
1730,U001,200769623,WAL-MAR associates,2020-06-16 00:22:47.500000000,2020,1930879136,2020-09-05,2020-05-24,2020-05-09,NAH4,59462.27,16-30
1739,U001,200778870,C in,2020-04-19 13:29:00.125000000,2020,1930647008,2020-03-13,2020-03-28,2020-03-13,NAA8,9117.16,16-30
1743,U001,200769623,WAL-MAR associates,2020-04-06 00:33:13.687500000,2020,1930622144,2020-10-03,2020-03-25,2020-03-10,NAH4,64440.87,0-15
1744,U001,200148860,DOLLA foundation,2020-05-09 13:10:49.250000000,2020,1930710073,2020-03-27,2020-04-11,2020-03-27,NAA8,66356.43,16-30
1746,U001,200782001,GORDO systems,2020-04-11 10:43:33.250000000,2020,1930610058,2020-06-03,2020-03-21,2020-03-06,NAA8,45773.88,16-30
1747,U001,100026809,PRES us,2020-06-07 00:10:58.000000000,2020,1930731327,2020-01-04,2020-04-11,2020-04-01,NA10,28778.75,46-60
1749,U001,200769623,WAL-MAR ,2020-03-28 00:11:42.015625000,2020,1930655609,2020-03-16,2020-03-31,2020-03-16,NAH4,13347.31,Before Due Date
1752,U001,200769623,WAL-MAR co,2020-06-20 11:56:00.062500000,2020,1930772169,2020-11-04,2020-06-15,2020-04-11,NAGD,131.58,0-15
1753,U001,200752302,KROGER associates,2020-05-06 10:05:46.437500000,2020,1930776636,2020-12-04,2020-04-27,2020-04-12,NAA8,75004.47,0-15
1755,U001,200769623,WAL-MAR foundation,2020-04-08 03:30:33.890625000,2020,1930710731,2020-03-27,2020-04-11,2020-03-27,NAH4,28295.59,Before Due Date
1759,U001,200769623,WAL-MAR co,2020-05-13 18:23:51.578125000,2020,1930826845,2020-04-26,2020-05-11,2020-04-26,NAH4,2352.97,0-15
1765,U001,200711029,WEGMAN ,2020-03-27 05:04:47.562500000,2020,1930599202,2020-04-03,2020-03-19,2020-03-04,NAA8,66442.88,0-15
1772,U001,200707822,PUBLI foundation,2020-03-25 08:11:19.750000000,2020,1930776550,2020-04-13,2020-04-28,2020-04-13,NAA8,160558.42,Before Due Date
1774,U001,200592182,DECA corporation,2020-02-23 11:20:04.750000000,2020,1930691960,2020-03-24,2020-03-23,2020-03-16,NAM1,36102.76,Before Due Date
1784,U001,200455322,PEA in,2020-06-01 03:37:13.000000000,2020,1930787156,2020-04-14,2020-05-14,2020-04-14,NAD5,49124.1,16-30
1792,U001,200769623,WAL-MAR llc,2020-04-19 23:49:26.875000000,2020,1930798325,2020-04-18,2020-05-03,2020-04-18,NAH4,55399.42,Before Due Date
1795,U001,200759878,SA ,2020-03-29 09:50:46.562500000,2020,1930603081,2020-04-03,2020-03-19,2020-03-04,NAH4,14022.8,0-15
1801,U001,200739534,OK ,2020-05-12 06:28:41.125000000,2020,1930842944,2020-04-30,2020-05-15,2020-04-30,NAA8,27131.85,Before Due Date
1803,U001,200424504,M  corp,2020-04-10 22:30:35.000000000,2020,1930594041,2020-04-03,2020-03-15,2020-03-15,NACE,7405.23,16-30
1825,U001,200769623,WAL-MAR us,2020-04-30 04:58:28.875000000,2020,1930729868,2020-01-04,2020-04-16,2020-04-01,NAH4,5310.44,0-15
1828,U001,100058003,ING co,2020-07-29 12:06:24.000000000,2020,1930599489,2020-04-03,2020-04-05,2020-03-04,NA32,2374.48,
1832,U001,200769623,WAL-MAR corporation,2020-04-02 14:15:04.312500000,2020,1930609796,2020-08-03,2020-03-23,2020-03-08,NAH4,79262.64,0-15
1838,U001,200732755,KROGER llc,2020-05-04 02:52:46.187500000,2020,1930760367,2020-08-04,2020-04-23,2020-04-08,NAA8,79604.8,0-15
